,chr,start,end,strand,gene_id,gene_type,gene_name
2871,chr2,171522247,171558129,+,ENSG00000071967.12,protein_coding,CYBRD1
2872,chr2,171687409,171750158,+,ENSG00000077380.16,protein_coding,DYNC1I2
2873,chr2,171783405,171999859,-,ENSG00000115840.14,protein_coding,SLC25A12
2874,chr2,171922448,171983686,+,ENSG00000128708.13,protein_coding,HAT1
2875,chr2,171999943,172082430,+,ENSG00000172878.14,protein_coding,METAP1D
2876,chr2,172084740,172089677,+,ENSG00000144355.15,protein_coding,DLX1
2877,chr2,172099438,172102900,-,ENSG00000115844.11,protein_coding,DLX2
2878,chr2,172427354,172506459,+,ENSG00000091409.16,protein_coding,ITGA6
2879,chr2,172555373,172608669,+,ENSG00000152256.14,protein_coding,PDK1
2880,chr2,172735274,173052893,+,ENSG00000091428.18,protein_coding,RAPGEF4
2881,chr2,173075435,173268015,+,ENSG00000091436.17,protein_coding,MAP3K20
2882,chr2,173354820,173368997,+,ENSG00000144354.15,protein_coding,CDCA7
2883,chr2,173880850,173965373,-,ENSG00000172845.18,protein_coding,SP3
2884,chr2,174072447,174248599,-,ENSG00000138430.16,protein_coding,OLA1
2885,chr2,174334954,174338500,+,ENSG00000217236.2,protein_coding,SP9
2886,chr2,174348022,174395712,-,ENSG00000138433.16,protein_coding,CIR1
2887,chr2,174395730,174429575,+,ENSG00000144306.15,protein_coding,SCRN3
2888,chr2,174431571,174487094,-,ENSG00000163328.14,protein_coding,GPR155
2889,chr2,174559572,174682916,-,ENSG00000115935.19,protein_coding,WIPF1
2890,chr2,174747592,174787935,-,ENSG00000138435.16,protein_coding,CHRNA1
2891,chr2,174798809,175005381,-,ENSG00000128656.15,protein_coding,CHN1
2892,chr2,175072250,175168382,-,ENSG00000115966.18,protein_coding,ATF2
2893,chr2,175176258,175181710,-,ENSG00000154518.10,protein_coding,ATP5MC3
2894,chr2,175923882,176002839,-,ENSG00000144320.14,protein_coding,LNPK
2895,chr2,176077472,176083962,-,ENSG00000174279.5,protein_coding,EVX2
2896,chr2,176092721,176095944,+,ENSG00000128714.6,protein_coding,HOXD13
2897,chr2,176099795,176102489,+,ENSG00000170178.7,protein_coding,HOXD12
2898,chr2,176104216,176109754,+,ENSG00000128713.14,protein_coding,HOXD11
2899,chr2,176108790,176119937,+,ENSG00000128710.6,protein_coding,HOXD10
2900,chr2,176122719,176124937,+,ENSG00000128709.13,protein_coding,HOXD9
2901,chr2,176129694,176132695,+,ENSG00000175879.9,protein_coding,HOXD8
2902,chr2,176136612,176173102,+,ENSG00000128652.12,protein_coding,HOXD3
2903,chr2,176151550,176153226,+,ENSG00000170166.6,protein_coding,HOXD4
2904,chr2,176188668,176190907,+,ENSG00000128645.15,protein_coding,HOXD1
2905,chr2,176269395,176338025,+,ENSG00000128654.14,protein_coding,MTX2
2906,chr2,177212694,177223959,+,ENSG00000170144.22,protein_coding,HNRNPA3
2907,chr2,177218667,177392756,-,ENSG00000116044.17,protein_coding,NFE2L2
2908,chr2,177392746,177567024,+,ENSG00000018510.18,protein_coding,AGPS
2909,chr2,177548998,177552796,-,ENSG00000196659.10,protein_coding,TTC30B
2910,chr2,177612999,177618742,-,ENSG00000197557.7,protein_coding,TTC30A
2911,chr2,177623244,178108339,-,ENSG00000128655.19,protein_coding,PDE11A
2912,chr2,178112424,178139011,+,ENSG00000155636.15,protein_coding,RBM45
2913,chr2,178194481,178402893,+,ENSG00000079156.17,protein_coding,OSBPL6
2914,chr2,178431292,178451512,-,ENSG00000180228.14,protein_coding,PRKRA
2915,chr2,178451346,178462102,+,ENSG00000204311.15,protein_coding,PJVK
2916,chr2,178463664,178478600,-,ENSG00000079150.19,protein_coding,FKBP7
2917,chr2,178480457,178516463,+,ENSG00000116095.11,protein_coding,PLEKHA3
2918,chr2,178525989,178830802,-,ENSG00000155657.29,protein_coding,TTN
2919,chr2,178829757,179050137,-,ENSG00000163492.16,protein_coding,CCDC141
2920,chr2,179101678,179264832,-,ENSG00000187231.14,protein_coding,SESTD1
2921,chr2,179441982,179861612,-,ENSG00000144331.20,protein_coding,ZNF385B
2922,chr2,179944876,180007297,-,ENSG00000163510.14,protein_coding,CWC22
2923,chr2,180967248,181076585,+,ENSG00000170035.16,protein_coding,UBE2E3
2924,chr2,181457202,181538940,+,ENSG00000115232.14,protein_coding,ITGA4
2925,chr2,181535041,181680665,-,ENSG00000188452.15,protein_coding,CERKL
2926,chr2,181668295,181680827,-,ENSG00000162992.5,protein_coding,NEUROD1
2927,chr2,181891730,181930738,+,ENSG00000138434.17,protein_coding,ITPRID2
2928,chr2,181954241,182131398,+,ENSG00000150722.11,protein_coding,PPP1R1C
2929,chr2,182139968,182523359,-,ENSG00000115252.19,protein_coding,PDE1A
2930,chr2,182716255,182794464,+,ENSG00000077232.19,protein_coding,DNAJC10
2931,chr2,182833275,182866637,-,ENSG00000162998.5,protein_coding,FRZB
2932,chr2,182909115,183038858,-,ENSG00000061676.16,protein_coding,NCKAP1
2933,chr2,183078559,183100008,+,ENSG00000162999.13,protein_coding,DUSP19
2934,chr2,183117513,183161680,+,ENSG00000163002.13,protein_coding,NUP35
2935,chr2,184598529,184939492,+,ENSG00000170396.9,protein_coding,ZNF804A
2936,chr2,185738804,185833290,+,ENSG00000188738.16,protein_coding,FSIP2
2937,chr2,186486253,186509361,+,ENSG00000065548.18,protein_coding,ZC3H15
2938,chr2,186590010,186680901,+,ENSG00000138448.13,protein_coding,ITGAV
2939,chr2,186694060,186765959,+,ENSG00000144369.14,protein_coding,FAM171B
2940,chr2,186827475,186849208,-,ENSG00000163012.4,protein_coding,ZSWIM2
2941,chr2,187341964,187448460,-,ENSG00000064989.13,protein_coding,CALCRL
2942,chr2,187464230,187565760,-,ENSG00000003436.16,protein_coding,TFPI
2943,chr2,188291669,188595931,+,ENSG00000144366.17,protein_coding,GULP1
2944,chr2,188974373,189012746,+,ENSG00000168542.16,protein_coding,COL3A1
2945,chr2,189031898,189225312,-,ENSG00000204262.14,protein_coding,COL5A2
2946,chr2,189441446,189475552,+,ENSG00000115368.10,protein_coding,WDR75
2947,chr2,189560590,189583758,-,ENSG00000138449.11,protein_coding,SLC40A1
2948,chr2,189661385,189670831,+,ENSG00000138381.10,protein_coding,ASNSD1
2949,chr2,189661452,189666437,+,ENSG00000286053.2,protein_coding,ASDURF
2950,chr2,189661519,189667881,+,ENSG00000286165.1,protein_coding,ENSG00000286165
2951,chr2,189674290,189761193,+,ENSG00000151687.15,protein_coding,ANKAR
2952,chr2,189746660,189763227,-,ENSG00000128694.12,protein_coding,OSGEPL1
2953,chr2,189770267,189784364,-,ENSG00000128699.14,protein_coding,ORMDL1
2954,chr2,189784085,189877629,+,ENSG00000064933.19,protein_coding,PMS1
2955,chr2,189879609,190203484,+,ENSG00000187699.10,protein_coding,C2orf88
2956,chr2,190055700,190062729,-,ENSG00000138379.5,protein_coding,MSTN
2957,chr2,190189735,190344193,-,ENSG00000198130.16,protein_coding,HIBCH
2958,chr2,190343570,190371665,+,ENSG00000151689.13,protein_coding,INPP1
2959,chr2,190408355,190509205,+,ENSG00000151690.15,protein_coding,MFSD6
2960,chr2,190504338,190534722,-,ENSG00000189362.12,protein_coding,NEMP2
2961,chr2,190646746,190692766,+,ENSG00000138386.17,protein_coding,NAB1
2962,chr2,190880821,190965552,+,ENSG00000115419.13,protein_coding,GLS
2963,chr2,190908460,191020960,-,ENSG00000115415.21,protein_coding,STAT1
2964,chr2,191029576,191151596,-,ENSG00000138378.19,protein_coding,STAT4
2965,chr2,191245185,191425389,+,ENSG00000128641.19,protein_coding,MYO1B
2966,chr2,191678068,191741097,+,ENSG00000173559.15,protein_coding,NABP1
2967,chr2,191834310,191847088,-,ENSG00000168497.5,protein_coding,CAVIN2
2968,chr2,191949043,192194933,-,ENSG00000144339.12,protein_coding,TMEFF2
2969,chr2,195575977,195737702,+,ENSG00000196950.14,protein_coding,SLC39A10
2970,chr2,195737703,196068837,-,ENSG00000118997.14,protein_coding,DNAH7
2971,chr2,196133583,196176503,-,ENSG00000081320.11,protein_coding,STK17B
2972,chr2,196189099,196593684,-,ENSG00000138411.13,protein_coding,HECW2
2973,chr2,196639554,196763490,+,ENSG00000144395.18,protein_coding,CCDC150
2974,chr2,196763035,196799725,-,ENSG00000119041.11,protein_coding,GTF3C3
2975,chr2,196804417,196809355,-,ENSG00000187944.5,protein_coding,C2orf66
2976,chr2,196833004,196927796,-,ENSG00000197121.15,protein_coding,PGAP1
2977,chr2,196967017,197311173,-,ENSG00000065413.20,protein_coding,ANKRD44
2978,chr2,197388515,197435079,-,ENSG00000115524.17,protein_coding,SF3B1
2979,chr2,197453493,197475310,+,ENSG00000115520.9,protein_coding,COQ10B
2980,chr2,197486584,197516737,-,ENSG00000144381.18,protein_coding,HSPD1
2981,chr2,197500140,197503449,+,ENSG00000115541.11,protein_coding,HSPE1
2982,chr2,197500413,197550726,+,ENSG00000270757.1,protein_coding,HSPE1-MOB4
2983,chr2,197515571,197553699,+,ENSG00000115540.15,protein_coding,MOB4
2984,chr2,197568224,197676045,-,ENSG00000162944.11,protein_coding,RFTN2
2985,chr2,197705369,197708395,+,ENSG00000247626.5,protein_coding,MARS2
2986,chr2,197726879,197786762,-,ENSG00000152430.19,protein_coding,BOLL
2987,chr2,197804593,198572581,+,ENSG00000115896.16,protein_coding,PLCL1
2988,chr2,199269505,199471266,-,ENSG00000119042.18,protein_coding,SATB2
2989,chr2,199760544,199851192,-,ENSG00000226124.10,protein_coding,FTCDNL1
2990,chr2,199911293,199955935,+,ENSG00000178074.6,protein_coding,C2orf69
2991,chr2,199928913,199955736,-,ENSG00000162971.11,protein_coding,TYW5
2992,chr2,199955317,200008540,+,ENSG00000162972.11,protein_coding,MAIP1
2993,chr2,200305881,200482264,+,ENSG00000196141.14,protein_coding,SPATS2L
2994,chr2,200488958,200519784,-,ENSG00000155729.13,protein_coding,KCTD18
2995,chr2,200510008,200584096,+,ENSG00000163535.18,protein_coding,SGO2
2996,chr2,200586014,200677064,+,ENSG00000138356.14,protein_coding,AOX1
2997,chr2,200810594,200827338,+,ENSG00000082153.18,protein_coding,BZW1
2998,chr2,200853009,200864691,-,ENSG00000013441.17,protein_coding,CLK1
2999,chr2,200870907,200889303,-,ENSG00000240344.9,protein_coding,PPIL3
3000,chr2,200889327,200903938,+,ENSG00000196290.17,protein_coding,NIF3L1
3001,chr2,200908977,200963680,-,ENSG00000115942.9,protein_coding,ORC2
3002,chr2,200973718,201071671,-,ENSG00000155744.10,protein_coding,FAM126B
3003,chr2,201071433,201085750,+,ENSG00000119013.10,protein_coding,NDUFB3
3004,chr2,201116154,201176687,+,ENSG00000003402.21,protein_coding,CFLAR
3005,chr2,201182872,201229428,+,ENSG00000003400.16,protein_coding,CASP10
3006,chr2,201233443,201361836,+,ENSG00000064012.24,protein_coding,CASP8
3007,chr2,201288271,201357398,-,ENSG00000155749.13,protein_coding,FLACC1
3008,chr2,201377207,201451500,-,ENSG00000115993.13,protein_coding,TRAK2
3009,chr2,201387858,201480846,+,ENSG00000082146.13,protein_coding,STRADB
3010,chr2,201487421,201619178,-,ENSG00000155754.15,protein_coding,C2CD6
3011,chr2,201620184,201643570,-,ENSG00000155755.20,protein_coding,TMEM237
3012,chr2,201644870,201698694,-,ENSG00000082126.18,protein_coding,MPP4
3013,chr2,201700267,201782112,-,ENSG00000003393.16,protein_coding,ALS2
3014,chr2,201790461,201895550,+,ENSG00000138395.17,protein_coding,CDK15
3015,chr2,202033855,202038441,+,ENSG00000155760.3,protein_coding,FZD7
3016,chr2,202073255,202205188,+,ENSG00000182329.14,protein_coding,KIAA2012
3017,chr2,202206182,202238599,-,ENSG00000116030.17,protein_coding,SUMO1
3018,chr2,202265736,202303661,+,ENSG00000055044.11,protein_coding,NOP58
3019,chr2,202376327,202567751,+,ENSG00000204217.16,protein_coding,BMPR2
3020,chr2,202377112,202377168,+,ENSG00000289490.1,protein_coding,ENSG00000289490
3021,chr2,202634969,202769757,+,ENSG00000138439.12,protein_coding,FAM117B
3022,chr2,202773150,202871766,-,ENSG00000163596.17,protein_coding,ICA1L
3023,chr2,202874261,203014798,-,ENSG00000138442.11,protein_coding,WDR12
3024,chr2,202912214,202988263,+,ENSG00000138380.18,protein_coding,CARF
3025,chr2,203014608,203226378,+,ENSG00000144426.19,protein_coding,NBEAL1
3026,chr2,203238977,203306026,+,ENSG00000119004.17,protein_coding,CYP20A1
3027,chr2,203328280,203447728,+,ENSG00000138443.17,protein_coding,ABI2
3028,chr2,203394345,203535335,-,ENSG00000173166.18,protein_coding,RAPH1
3029,chr2,203706475,203738912,+,ENSG00000178562.18,protein_coding,CD28
3030,chr2,203853888,203873965,+,ENSG00000163599.18,protein_coding,CTLA4
3031,chr2,203936763,203961577,+,ENSG00000163600.13,protein_coding,ICOS
3032,chr2,204545475,205620162,+,ENSG00000116117.19,protein_coding,PARD3B
3033,chr2,205681990,205798133,+,ENSG00000118257.17,protein_coding,NRP2
3034,chr2,205993721,206086303,-,ENSG00000114933.16,protein_coding,INO80D
3035,chr2,206114817,206159509,-,ENSG00000023228.14,protein_coding,NDUFS1
3036,chr2,206159585,206162928,+,ENSG00000114942.14,protein_coding,EEF1B2
3037,chr2,206175316,206218047,-,ENSG00000183671.13,protein_coding,CMKLR2
3038,chr2,206274663,206314427,+,ENSG00000204186.10,protein_coding,ZDBF2
3039,chr2,206443532,206621127,+,ENSG00000114948.13,protein_coding,ADAM23
3040,chr2,206642487,206649365,+,ENSG00000235118.9,protein_coding,FAM237A
3041,chr2,206651621,206721570,-,ENSG00000232125.5,protein_coding,DYTN
3042,chr2,206737763,206765328,-,ENSG00000138400.13,protein_coding,MDH1B
3043,chr2,206765357,206796189,+,ENSG00000118246.14,protein_coding,FASTKD2
3044,chr2,206939518,206969474,+,ENSG00000144410.5,protein_coding,CPO
3045,chr2,207074137,207173856,-,ENSG00000118263.16,protein_coding,KLF7
3046,chr2,207529737,207605988,+,ENSG00000118260.15,protein_coding,CREB1
3047,chr2,207580631,207625928,-,ENSG00000144401.14,protein_coding,METTL21A
3048,chr2,207711540,207761839,+,ENSG00000163249.13,protein_coding,CCNYL1
3049,chr2,207762598,207769906,-,ENSG00000163251.4,protein_coding,FZD5
3050,chr2,207821288,208025527,-,ENSG00000178385.15,protein_coding,PLEKHM3
3051,chr2,208121607,208124524,-,ENSG00000118231.5,protein_coding,CRYGD
3052,chr2,208128137,208129828,-,ENSG00000163254.5,protein_coding,CRYGC
3053,chr2,208142573,208146158,-,ENSG00000182187.4,protein_coding,CRYGB
3054,chr2,208160740,208163589,-,ENSG00000168582.5,protein_coding,CRYGA
3055,chr2,208165343,208190030,-,ENSG00000188674.11,protein_coding,C2orf80
3056,chr2,208236229,208266074,-,ENSG00000138413.14,protein_coding,IDH1
3057,chr2,208266255,208358746,+,ENSG00000115020.17,protein_coding,PIKFYVE
3058,chr2,208359714,208854503,+,ENSG00000144407.10,protein_coding,PTH2R
3059,chr2,209424047,209734147,+,ENSG00000078018.22,protein_coding,MAP2
3060,chr2,209771832,209999300,+,ENSG00000144406.19,protein_coding,UNC80
3061,chr2,210002565,210022260,+,ENSG00000197713.15,protein_coding,RPE
3062,chr2,210021421,210171409,-,ENSG00000144445.17,protein_coding,KANSL1L
3063,chr2,210187126,210225447,-,ENSG00000115361.8,protein_coding,ACADL
3064,chr2,210290150,210315174,-,ENSG00000168530.16,protein_coding,MYL1
3065,chr2,210427131,210477652,-,ENSG00000115365.13,protein_coding,LANCL1
3066,chr2,210477682,210679107,+,ENSG00000021826.18,protein_coding,CPS1
3067,chr2,211375717,212538841,-,ENSG00000178568.15,protein_coding,ERBB4
3068,chr2,212999691,213152427,-,ENSG00000030419.17,protein_coding,IKZF2
3069,chr2,213284389,214410501,+,ENSG00000144451.20,protein_coding,SPAG16
3070,chr2,214411054,214578976,+,ENSG00000174453.10,protein_coding,VWC2L
3071,chr2,214725646,214809683,-,ENSG00000138376.11,protein_coding,BARD1
3072,chr2,214931542,215138626,-,ENSG00000144452.15,protein_coding,ABCA12
3073,chr2,215311956,215349773,+,ENSG00000138363.15,protein_coding,ATIC
3074,chr2,215360440,215436073,-,ENSG00000115414.21,protein_coding,FN1
3075,chr2,215942584,216034096,-,ENSG00000118242.16,protein_coding,MREG
3076,chr2,215996329,216082955,-,ENSG00000115425.14,protein_coding,PECR
3077,chr2,216081866,216102783,+,ENSG00000163449.11,protein_coding,TMEM169
3078,chr2,216107464,216206303,+,ENSG00000079246.16,protein_coding,XRCC5
3079,chr2,216257865,216372483,-,ENSG00000144583.5,protein_coding,MARCHF4
3080,chr2,216412383,216483053,+,ENSG00000138375.14,protein_coding,SMARCAL1
3081,chr2,216498825,216579180,+,ENSG00000197756.10,protein_coding,RPL37A
3082,chr2,216632828,216664436,+,ENSG00000115457.10,protein_coding,IGFBP2
3083,chr2,216672105,216695549,-,ENSG00000115461.5,protein_coding,IGFBP5
3084,chr2,216859458,216860064,-,ENSG00000118245.2,protein_coding,TNP1
3085,chr2,217799588,218033982,-,ENSG00000079308.21,protein_coding,TNS1
3086,chr2,218034960,218090584,+,ENSG00000188282.13,protein_coding,RUFY4
3087,chr2,218125289,218137251,+,ENSG00000180871.8,protein_coding,CXCR2
3088,chr2,218162841,218166962,-,ENSG00000163464.8,protein_coding,CXCR1
3089,chr2,218217141,218254356,+,ENSG00000163466.16,protein_coding,ARPC2
3090,chr2,218259496,218263861,+,ENSG00000179921.15,protein_coding,GPBAR1
3091,chr2,218264129,218270178,-,ENSG00000127837.10,protein_coding,AAMP
3092,chr2,218269651,218346793,+,ENSG00000127838.15,protein_coding,PNKD
3093,chr2,218274197,218292586,-,ENSG00000135926.15,protein_coding,TMBIM1
3094,chr2,218356857,218368099,+,ENSG00000158428.4,protein_coding,CATIP
3095,chr2,218382029,218396894,+,ENSG00000018280.17,protein_coding,SLC11A1
3096,chr2,218398256,218405941,+,ENSG00000144579.8,protein_coding,CTDSP1
3097,chr2,218419121,218453295,+,ENSG00000127831.11,protein_coding,VIL1
3098,chr2,218450251,218568351,-,ENSG00000135913.11,protein_coding,USP37
3099,chr2,218568580,218597080,+,ENSG00000144580.14,protein_coding,CNOT9
3100,chr2,218607855,218637184,+,ENSG00000115556.14,protein_coding,PLCD4
3101,chr2,218633329,218659655,-,ENSG00000115568.16,protein_coding,ZNF142
3102,chr2,218658764,218663443,+,ENSG00000074582.15,protein_coding,BCS1L
3103,chr2,218663892,218672002,-,ENSG00000163481.8,protein_coding,RNF25
3104,chr2,218672069,218702716,+,ENSG00000163482.12,protein_coding,STK36
3105,chr2,218710835,218755416,+,ENSG00000135912.11,protein_coding,TTLL4
3106,chr2,218781749,218815293,+,ENSG00000135929.9,protein_coding,CYP27A1
3107,chr2,218822308,218832086,-,ENSG00000115592.12,protein_coding,PRKAG3
3108,chr2,218859805,218874233,+,ENSG00000115596.4,protein_coding,WNT6
3109,chr2,218880852,218899581,+,ENSG00000135925.9,protein_coding,WNT10A
3110,chr2,218959666,218962155,+,ENSG00000171450.6,protein_coding,CDK5R2
3111,chr2,218981087,218985184,-,ENSG00000163497.3,protein_coding,FEV
3112,chr2,218990189,218993422,-,ENSG00000163499.12,protein_coding,CRYBA2
3113,chr2,219002846,219041527,-,ENSG00000181378.14,protein_coding,CFAP65
3114,chr2,219054424,219060921,-,ENSG00000163501.7,protein_coding,IHH
3115,chr2,219069355,219160869,-,ENSG00000187736.14,protein_coding,NHEJ1
3116,chr2,219075329,219170827,-,ENSG00000280537.2,protein_coding,ENSG00000280537
3117,chr2,219161465,219170095,-,ENSG00000213901.11,protein_coding,SLC23A3
3118,chr2,219171897,219178106,-,ENSG00000115649.16,protein_coding,CNPPD1
3119,chr2,219176225,219185475,+,ENSG00000144567.11,protein_coding,RETREG2
3120,chr2,219195237,219209651,+,ENSG00000158552.13,protein_coding,ZFAND2B
3121,chr2,219209772,219218994,-,ENSG00000115657.14,protein_coding,ABCB6
3122,chr2,219209772,219222738,-,ENSG00000284820.1,protein_coding,ENSG00000284820
3123,chr2,219219380,219229717,-,ENSG00000198925.12,protein_coding,ATG9A
3124,chr2,219229783,219236679,+,ENSG00000163516.14,protein_coding,ANKZF1
3125,chr2,219236598,219245478,-,ENSG00000163521.16,protein_coding,GLB1L
3126,chr2,219245455,219250337,+,ENSG00000115661.14,protein_coding,STK16
3127,chr2,219249710,219277902,-,ENSG00000127824.15,protein_coding,TUBA4A
3128,chr2,219253243,219272197,+,ENSG00000243910.8,protein_coding,TUBA4B
3129,chr2,219279342,219286898,+,ENSG00000135924.17,protein_coding,DNAJB2
3130,chr2,219289623,219309648,-,ENSG00000054356.14,protein_coding,PTPRN
3131,chr2,219327407,219333177,-,ENSG00000182698.12,protein_coding,RESP18
3132,chr2,219372043,219400022,-,ENSG00000123992.20,protein_coding,DNPEP
3133,chr2,219418377,219426735,+,ENSG00000175084.13,protein_coding,DES
3134,chr2,219434843,219493629,+,ENSG00000072195.15,protein_coding,SPEG
3135,chr2,219491867,219498244,+,ENSG00000286143.1,protein_coding,ENSG00000286143
3136,chr2,219496131,219498287,+,ENSG00000286095.3,protein_coding,SPEGNB
3137,chr2,219498865,219513898,+,ENSG00000144591.20,protein_coding,GMPPA
3138,chr2,219514170,219538772,+,ENSG00000072182.14,protein_coding,ASIC4
3139,chr2,219538954,219543809,-,ENSG00000123989.15,protein_coding,CHPF
3140,chr2,219543663,219550595,+,ENSG00000188760.11,protein_coding,TMEM198
3141,chr2,219550728,219571859,-,ENSG00000124006.15,protein_coding,OBSL1
3142,chr2,219569162,219575711,+,ENSG00000123999.5,protein_coding,INHA
3143,chr2,219597857,219616451,+,ENSG00000144589.22,protein_coding,STK11IP
3144,chr2,219627394,219641980,+,ENSG00000114923.17,protein_coding,SLC4A3
3145,chr2,221418027,221574202,-,ENSG00000116106.12,protein_coding,EPHA4
3146,chr2,222199887,222298998,-,ENSG00000135903.20,protein_coding,PAX3
3147,chr2,222314148,222320155,-,ENSG00000288658.2,protein_coding,ENSG00000288658
3148,chr2,222424543,222562621,+,ENSG00000163082.10,protein_coding,SGPP2
3149,chr2,222566899,222656092,-,ENSG00000116120.11,protein_coding,FARSB
3150,chr2,222671658,222709930,+,ENSG00000124003.13,protein_coding,MOGAT1
3151,chr2,222860942,222944639,+,ENSG00000123983.15,protein_coding,ACSL3
3152,chr2,223052190,223198399,+,ENSG00000152049.7,protein_coding,KCNE4
3153,chr2,223596940,223602361,-,ENSG00000171951.5,protein_coding,SCG2
3154,chr2,223667680,223838027,-,ENSG00000152056.18,protein_coding,AP1S3
3155,chr2,223757258,223945299,-,ENSG00000286239.1,protein_coding,ENSG00000286239
3156,chr2,223855716,223945357,-,ENSG00000085449.15,protein_coding,WDFY1
3157,chr2,223957463,223967714,+,ENSG00000135900.4,protein_coding,MRPL44
3158,chr2,223975045,224039318,-,ENSG00000135919.14,protein_coding,SERPINE2
3159,chr2,224378698,224402107,-,ENSG00000124019.10,protein_coding,FAM124B
3160,chr2,224470150,224585397,-,ENSG00000036257.14,protein_coding,CUL3
3161,chr2,224703764,224716365,-,ENSG00000283428.1,protein_coding,CCDC195
3162,chr2,224765090,225042468,-,ENSG00000135905.21,protein_coding,DOCK10
3163,chr2,225399710,225729887,+,ENSG00000144460.13,protein_coding,NYAP2
3164,chr2,226731312,226799820,-,ENSG00000169047.6,protein_coding,IRS1
3165,chr2,226835581,226999215,+,ENSG00000144468.17,protein_coding,RHBDD1
3166,chr2,227002714,227164453,-,ENSG00000081052.14,protein_coding,COL4A4
3167,chr2,227164624,227314792,+,ENSG00000169031.21,protein_coding,COL4A3
3168,chr2,227325151,227357836,+,ENSG00000168958.20,protein_coding,MFF
3169,chr2,227362038,227381995,-,ENSG00000168955.4,protein_coding,TM4SF20
3170,chr2,227387683,227387949,-,ENSG00000284629.1,protein_coding,SCYGR1
3171,chr2,227472152,227561217,+,ENSG00000173744.18,protein_coding,AGFG1
3172,chr2,227598893,227599255,+,ENSG00000284643.1,protein_coding,SCYGR2
3173,chr2,227608784,227609101,+,ENSG00000284622.2,protein_coding,SCYGR10
3174,chr2,227614538,227614840,-,ENSG00000284704.1,protein_coding,SCYGR3
3175,chr2,227617498,227617815,+,ENSG00000284631.2,protein_coding,SCYGR4
3176,chr2,227666804,227667061,+,ENSG00000284667.1,protein_coding,SCYGR5
3177,chr2,227683763,227718028,-,ENSG00000135917.16,protein_coding,SLC19A3
3178,chr2,227724440,227724757,-,ENSG00000284725.1,protein_coding,SCYGR6
3179,chr2,227728335,227728625,+,ENSG00000284718.1,protein_coding,SCYGR7
3180,chr2,227745894,227746220,+,ENSG00000284635.2,protein_coding,SCYGR8
3181,chr2,227805739,227817564,+,ENSG00000115009.13,protein_coding,CCL20
3182,chr2,227871054,227924344,+,ENSG00000123977.10,protein_coding,DAW1
3183,chr2,227979955,228181687,-,ENSG00000153820.13,protein_coding,SPHKAP
3184,chr2,228850526,229271287,-,ENSG00000153823.19,protein_coding,PID1
3185,chr2,229357629,229714555,-,ENSG00000187957.8,protein_coding,DNER
3186,chr2,229763837,229923239,-,ENSG00000153827.15,protein_coding,TRIP12
3187,chr2,229922302,230013119,+,ENSG00000153832.12,protein_coding,FBXO36
3188,chr2,230034982,230068993,-,ENSG00000163053.11,protein_coding,SLC16A14
3189,chr2,230165186,230225729,-,ENSG00000135899.20,protein_coding,SP110
3190,chr2,230203110,230313215,+,ENSG00000079263.19,protein_coding,SP140
3191,chr2,230327184,230403732,+,ENSG00000185404.17,protein_coding,SP140L
3192,chr2,230415942,230545606,+,ENSG00000067066.17,protein_coding,SP100
3193,chr2,230712842,230821075,+,ENSG00000135932.12,protein_coding,CAB39
3194,chr2,230864639,230879248,+,ENSG00000135916.16,protein_coding,ITM2C
3195,chr2,230907318,230961066,-,ENSG00000135898.10,protein_coding,GPR55
3196,chr2,230990324,231025055,+,ENSG00000173699.17,protein_coding,SPATA3
3197,chr2,231037523,231049719,+,ENSG00000204128.6,protein_coding,C2orf72
3198,chr2,231056845,231173116,+,ENSG00000173692.14,protein_coding,PSMD1
3199,chr2,231108230,231125042,-,ENSG00000135914.6,protein_coding,HTR2B
3200,chr2,231198546,231376848,+,ENSG00000135931.19,protein_coding,ARMC9
3201,chr2,231395710,231401164,+,ENSG00000156966.7,protein_coding,B3GNT7
3202,chr2,231453531,231483641,-,ENSG00000115053.17,protein_coding,NCL
3203,chr2,231523187,231530445,-,ENSG00000171596.7,protein_coding,NMUR1
3204,chr2,231592864,231594276,+,ENSG00000177673.4,protein_coding,TEX44
3205,chr2,231706895,231713551,+,ENSG00000187514.17,protein_coding,PTMA
3206,chr2,231732433,231786272,-,ENSG00000156973.14,protein_coding,PDE6D
3207,chr2,231781671,231809254,+,ENSG00000144524.18,protein_coding,COPS7B
3208,chr2,231921809,231926396,-,ENSG00000163273.4,protein_coding,NPPC
3209,chr2,231961245,232344350,+,ENSG00000144535.20,protein_coding,DIS3L2
3210,chr2,232378724,232382889,+,ENSG00000163283.7,protein_coding,ALPP
3211,chr2,232406844,232410714,+,ENSG00000163286.9,protein_coding,ALPG
3212,chr2,232456125,232460753,+,ENSG00000163295.5,protein_coding,ALPI
3213,chr2,232479827,232487834,-,ENSG00000171551.12,protein_coding,ECEL1
3214,chr2,232520388,232525716,+,ENSG00000237412.7,protein_coding,PRSS56
3215,chr2,232525993,232536667,+,ENSG00000135902.10,protein_coding,CHRND
3216,chr2,232539692,232548115,+,ENSG00000196811.13,protein_coding,CHRNG
3217,chr2,232543883,232550557,-,ENSG00000221944.9,protein_coding,TIGD1
3218,chr2,232550659,232583644,+,ENSG00000135930.15,protein_coding,EIF4E2
3219,chr2,232606057,232682776,+,ENSG00000115468.13,protein_coding,EFHD1
